17707445870,2026-02-10 17:29:47,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445880,2026-02-10 17:29:48,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445900,2026-02-10 17:29:50,0.0,7.2,7,7,5.72,5.01,7.15,7.15,0.0,7.2,0.0,0,0,0,0,0,_
17707445910,2026-02-10 17:29:51,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445920,2026-02-10 17:29:52,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445930,2026-02-10 17:29:53,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445940,2026-02-10 17:29:54,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445950,2026-02-10 17:29:55,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445960,2026-02-10 17:29:56,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445970,2026-02-10 17:29:57,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445980,2026-02-10 17:29:58,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445990,2026-02-10 17:29:59,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446010,2026-02-10 17:30:01,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446020,2026-02-10 17:30:02,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446030,2026-02-10 17:30:03,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446040,2026-02-10 17:30:04,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446050,2026-02-10 17:30:05,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446060,2026-02-10 17:30:06,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446070,2026-02-10 17:30:07,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446080,2026-02-10 17:30:08,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446100,2026-02-10 17:30:10,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446580,2026-02-10 17:30:58,0.0,7.2,7,7,5.73,5.02,7.17,7.17,0.0,7.2,0.0,0,0,0,0,0,_
17707446590,2026-02-10 17:30:59,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446600,2026-02-10 17:31:00,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446610,2026-02-10 17:31:01,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446630,2026-02-10 17:31:03,0.0,7.2,7,7,5.73,5.01,7.16,7.17,0.0,7.2,0.0,0,0,0,0,0,_
